subj	date	exp	trial	FaceLeft	FaceCenter	FaceRight	TestLeft	TestCenter	TestRight	CorrectResp1	CorrectResp2	CorrectResp3	Fixation1	Fixation2	Fixation3	Fixation4	Running	TrialList.Cycle	TrialList.Sample	TestLeft.ACC	TestLeft.RT	TestLeft.RESP	TestLeft.CRESP	TestCenter.ACC	TestCenter.RT	TestCenter.RESP	TestCenter.CRESP	TestRight.ACC	TestRight.RT	TestRight.RESP	TestRight.CRESP
125	20120107	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 3562	 4	 4	 0	 2167	 3	 2	 1	 1590	 4	 4
125	20120107	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2079	 2	 2	 0	 2812	 2	 4	 1	 2802	 2	 2
128	20120822	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1416	 2	 2	 1	 1130	 4	 4	 1	 1095	 4	 4
128	20120822	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 967	 3	 3	 1	 1081	 4	 4	 1	 1178	 4	 4
128	20120822	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1198	 4	 4	 1	 1937	 2	 2	 1	 1761	 2	 2
128	20120822	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2064	 3	 3	 1	 2007	 3	 3	 1	 2054	 2	 2
128	20120822	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1384	 4	 4	 1	 1443	 2	 2	 1	 1927	 4	 4
128	20120822	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1666	 2	 2	 1	 1490	 4	 4	 1	 1479	 2	 2
129	20110502	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2572	 2	 2	 1	 1436	 4	 4	 1	 2070	 4	 4
129	20110502	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2104	 3	 3	 1	 2658	 4	 4	 1	 2691	 4	 4
129	20110502	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1855	 4	 4	 1	 1987	 2	 2	 1	 2044	 2	 2
129	20110502	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1531	 3	 3	 1	 2220	 3	 3	 1	 2758	 2	 2
129	20110502	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2905	 4	 4	 1	 2194	 2	 2	 1	 2145	 4	 4
129	20110502	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 3592	 2	 2	 1	 2581	 4	 4	 1	 1406	 2	 2
130	20110725	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1452	 2	 2	 1	 2296	 4	 4	 1	 1808	 4	 4
130	20110725	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 3031	 3	 3	 1	 3457	 4	 4	 1	 3113	 4	 4
130	20110725	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2235	 4	 4	 1	 1991	 2	 2	 1	 3392	 2	 2
130	20110725	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 3220	 3	 3	 1	 2072	 3	 3	 1	 3724	 2	 2
130	20110725	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2618	 4	 4	 1	 2214	 2	 2	 1	 2654	 4	 4
130	20110725	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2163	 2	 2	 1	 2489	 4	 4	 1	 2602	 2	 2
131	20110725	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2281	 2	 2	 1	 2344	 4	 4	 1	 2443	 4	 4
131	20110725	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2463	 3	 3	 1	 3312	 4	 4	 1	 4189	 4	 4
131	20110725	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3425	 4	 4	 1	 2175	 2	 2	 1	 2830	 2	 2
131	20110725	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 3529	 2	 3	 1	 4832	 3	 3	 1	 2746	 2	 2
131	20110725	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1898	 4	 4	 0	 3074	 3	 2	 0	 0	 	 
131	20110725	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 0	 1636	 4	 2	 1	 2753	 4	 4	 1	 1825	 2	 2
135	20110601	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2093	 2	 2	 1	 2060	 4	 4	 1	 1936	 4	 4
135	20110601	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2140	 3	 3	 0	 0	 	 4	 1	 1443	 4	 4
135	20110601	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2170	 4	 4	 1	 1967	 2	 2	 1	 2054	 2	 2
135	20110601	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2199	 3	 3	 1	 2800	 3	 3	 1	 2422	 2	 2
135	20110601	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2013	 4	 4	 1	 3470	 2	 2	 1	 1950	 4	 4
135	20110601	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2558	 2	 2	 1	 1932	 4	 4	 1	 2033	 2	 2
136	20120107	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2415	 2	 2	 0	 1856	 3	 4	 1	 3113	 4	 4
136	20120107	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2743	 3	 3	 1	 2275	 4	 4	 1	 2865	 4	 4
136	20120107	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2174	 4	 4	 0	 0	 	 2	 1	 2262	 2	 2
136	20120107	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 4440	 3	 3	 0	 4681	 4	 3	 0	 3563	 4	 2
136	20120107	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1916	 4	 4	 1	 3173	 2	 2	 0	 0	 	 
136	20120107	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 4122	 2	 2	 0	 1560	 2	 4	 1	 3658	 2	 2
141	20110629	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2068	 2	 2	 1	 2598	 4	 4	 1	 1773	 4	 4
141	20110629	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1408	 3	 3	 1	 3710	 4	 4	 1	 2075	 4	 4
141	20110629	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 3620	 4	 4	 0	 1757	 3	 2	 1	 1335	 2	 2
141	20110629	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2709	 3	 3	 1	 2917	 3	 3	 1	 2475	 2	 2
141	20110629	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2744	 4	 4	 0	 2096	 3	 2	 0	 3457	 3	 4
141	20110629	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 3345	 2	 2	 1	 4194	 4	 4	 1	 1664	 2	 2
143	20110531	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 0	 1299	 4	 2	 0	 1821	 3	 4	 0	 965	 3	 4
143	20110531	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 785	 3	 3	 0	 1382	 3	 4	 0	 1219	 3	 4
143	20110531	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 0	 970	 3	 4	 0	 2336	 4	 2	 1	 1791	 2	 2
143	20110531	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1035	 3	 3	 1	 1405	 3	 3	 0	 2455	 3	 2
143	20110531	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1761	 4	 4	 0	 1543	 3	 2	 0	 1072	 2	 4
143	20110531	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2121	 2	 2	 1	 1975	 4	 4	 1	 1474	 2	 2
144	20110627	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1936	 2	 2	 1	 2653	 4	 4	 1	 3195	 4	 4
144	20110627	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2043	 3	 3	 1	 2720	 4	 4	 1	 3046	 4	 4
144	20110627	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2118	 4	 4	 1	 1885	 2	 2	 1	 1960	 2	 2
144	20110627	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1826	 3	 3	 1	 2644	 3	 3	 1	 1876	 2	 2
144	20110627	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2275	 4	 4	 1	 1927	 2	 2	 1	 2027	 4	 4
144	20110627	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2989	 2	 2	 1	 2872	 4	 4	 1	 2049	 2	 2
146	20111003	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1498	 2	 2	 1	 1809	 4	 4	 1	 3229	 4	 4
146	20111003	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2044	 3	 3	 0	 0	 	 4	 1	 3286	 4	 4
146	20111003	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2172	 4	 4	 0	 0	 	 2	 0	 3384	 4	 2
146	20111003	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 0	 3214	 2	 3	 1	 3570	 3	 3	 1	 2803	 2	 2
146	20111003	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1739	 4	 4	 1	 2089	 2	 2	 1	 1654	 4	 4
146	20111003	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1952	 2	 2	 1	 3724	 4	 4	 1	 2360	 2	 2
147	20111003	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1954	 2	 2	 1	 2394	 4	 4	 1	 1592	 4	 4
147	20111003	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2592	 3	 3	 0	 3832	 2	 4	 1	 1908	 4	 4
147	20111003	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2530	 4	 4	 0	 2909	 3	 2	 1	 2392	 2	 2
147	20111003	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2278	 3	 3	 1	 2210	 3	 3	 1	 1877	 2	 2
147	20111003	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 2605	 4	 4	 0	 2493	 3	 2	 0	 3602	 2	 4
147	20111003	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2823	 2	 2	 1	 2156	 4	 4	 1	 2440	 2	 2
148	20120512	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1487	 2	 2	 1	 2111	 4	 4	 1	 1782	 4	 4
148	20120512	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 2124	 3	 3	 1	 2546	 4	 4	 1	 2493	 4	 4
148	20120512	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2113	 4	 4	 1	 1653	 2	 2	 1	 1590	 2	 2
148	20120512	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1631	 3	 3	 1	 2158	 3	 3	 1	 2932	 2	 2
148	20120512	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1804	 4	 4	 1	 1680	 2	 2	 1	 1638	 4	 4
148	20120512	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1329	 2	 2	 1	 1777	 4	 4	 1	 1756	 2	 2
149	20110323	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1789	 2	 2	 1	 1640	 4	 4	 1	 1332	 4	 4
149	20110323	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1959	 3	 3	 1	 1934	 4	 4	 1	 2022	 4	 4
149	20110323	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 2135	 4	 4	 1	 4096	 2	 2	 1	 1960	 2	 2
149	20110323	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 2338	 3	 3	 1	 2356	 3	 3	 0	 4282	 4	 2
149	20110323	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1390	 4	 4	 1	 1737	 2	 2	 1	 1468	 4	 4
149	20110323	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 2183	 2	 2	 0	 3525	 3	 4	 0	 2795	 3	 2
150	20110406	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 2283	 2	 2	 1	 2614	 4	 4	 1	 2302	 4	 4
150	20110406	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1601	 3	 3	 1	 2780	 4	 4	 1	 1601	 4	 4
150	20110406	AUS_CMFT	3	 LearnLA022	 ._LearnFA022	 LearnRA022	 LearnLA022_T3	 ._LearnFA022_T1	 ._LearnRA022_T1	 4	 2	 2	 7500	 4500	 7500	 7500	 TrialList	 1	 3	 1	 1500	 4	 4	 0	 3111	 3	 2	 1	 1520	 2	 2
150	20110406	AUS_CMFT	4	 LearnLA040	 ._LearnFA040	 ._LearnRA040	 LearnLA040_T2	 ._LearnFA040_T2	 LearnRA040_T1	 3	 3	 2	 7500	 4500	 1500	 7500	 TrialList	 1	 4	 1	 1475	 3	 3	 1	 2170	 3	 3	 1	 2008	 2	 2
150	20110406	AUS_CMFT	5	 LearnLA049	 ._LearnFA049	 LearnRA049	 ._LearnLA049_T3	 ._LearnFA049_T1	 ._LearnRA049_T3	 4	 2	 4	 1500	 7500	 6000	 1500	 TrialList	 1	 5	 1	 1240	 4	 4	 1	 1612	 2	 2	 1	 1596	 4	 4
150	20110406	AUS_CMFT	6	 LearnLA076	 LearnFA076	 LearnRA076	 LearnLA076_T1	 LearnFA076_T3	 LearnRA076_T1	 2	 4	 2	 7500	 7500	 1500	 4500	 TrialList	 1	 6	 1	 1375	 2	 2	 0	 2386	 3	 4	 1	 2417	 2	 2
153	20111001	AUS_CMFT	1	 LearnLA004	 ._LearnFA004	 LearnRA004	 ._LearnLA004_T1	 ._LearnFA004_T3	 LearnRA004_T3	 2	 4	 4	 15000	 7500	 3000	 1500	 TrialList	 1	 1	 1	 1381	 2	 2	 1	 2022	 4	 4	 1	 2691	 4	 4
153	20111001	AUS_CMFT	2	 LearnLA011	 ._LearnFA011	 ._LearnRA011	 ._LearnLA011_T2	 ._LearnFA011_T3	 LearnRA011_T3	 3	 4	 4	 1500	 7500	 6000	 4500	 TrialList	 1	 2	 1	 1531	 3	 3	 0	 1674	 3	 4	 1	 2893	 4	 4
